近卫骑士		34	1	20	100						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
铁血骑士		35	1	1	1						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
黑骑士		36	1	1	1						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
圣骑士		37	1	1	1						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
见习弓箭手		41	1	0	0						3	3	3	0	4	3	3	3	3	4	3	4	0	3	4	4	4	4	4	4	4	4	4					
弓箭手		42	1	5	10						3	3	3	0	6	4	4	3	3	6	3	6	0	3	6	6	6	6	6	6	6	6	6					
王宫弓箭手		43	1	10	50						4	4	4	0	8	5	5	4	4	8	4	8	0	4	8	8	8	8	8	8	8	8	8					
弓术师范		44	1	20	100						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
神射手		45	1	1	1						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
神射手		46	1	1	1						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
森林守护者		47	1	1	1						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
见习士兵		51	1	0	0						3	3	3	0	3	3	3	3	3	3	3	3	0	3	3	4	4	4	4	4	4	4	4					
士兵		52	1	5	10						4	4	4	0	4	4	4	4	4	4	4	4	0	4	4	6	6	6	6	6	6	6	6					
王宫士兵		53	1	10	50						5	5	5	0	5	5	5	5	5	5	5	5	0	5	5	8	8	8	8	8	8	8	8					
士兵长		54	1	20	100						6	6	6	0	6	6	6	6	6	6	6	6	0	6	6	10	10	10	10	10	10	10	10					
重战士		55	1	1	1						7	7	7	0	7	7	7	7	7	7	7	7	0	7	7	10	10	10	10	10	10	10	10					
装甲兵		56	1	1	1						7	7	7	0	7	7	7	7	7	7	7	7	0	7	7	10	10	10	10	10	10	10	10					
蹂躏兵		57	1	1	1						7	7	7	0	7	7	7	7	7	7	7	7	0	7	7	10	10	10	10	10	10	10	10					
见习传教士		61	1	0	0						0	0	0	4	0	0	3	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
传教士		62	1	5	10	61	62	63	68		0	0	0	6	0	0	3	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6	4	4	4	4	
牧师		63	1	10	50	61	62	63	68		0	0	0	8	0	0	4	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8	6	6	6	6	
主教		64	1	20	100	61	62	63	68		0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10	8	8	8	8	
大主教		65	1	1	1						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
李贝留斯的仆人		66	1	1	1						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
阿尔杰斯的使徒		67	1	1	1						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
见习魔术师		71	1	0	0						0	0	0	4	0	3	0	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
魔术师		72	1	5	10						0	0	0	6	0	3	0	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6	4	4	4	4	
王宫魔术师		73	1	10	50						0	0	0	8	0	4	0	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8	6	6	6	6	
魔导士		74	1	20	100						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10	8	8	8	8	
法王	75	1	1	1						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
狂魔		76	1	1	1						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
法王		77	1	1	1						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
见习咒术师		81	1	0	0						0	0	0	4	0	3	4	0	0	4	0	4	4	0	4	4	4	4	4	4	4	4	4					
咒术师		82	1	5	10						0	0	0	6	0	3	6	0	0	6	0	6	6	0	6	6	6	6	6	6	6	6	6					
王宫咒术师		83	1	10	50						0	0	0	8	0	4	8	0	0	8	0	8	8	0	8	8	8	8	8	8	8	8	8					
降头师		84	1	20	100						0	0	0	10	0	4	10	0	0	10	0	10	10	0	10	10	10	10	10	10	10	10	10					
咒术大师		85	1	1	1						5	5	5	10	5	7	10	0	0	10	0	10	10	0	10	10	10	10	10	10	10	10	10					
右月咒缚者		86	1	1	1						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
左月咒缚者		87	1	1	1						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
见习宠物大师		91	1	0	0						3	3	3	3	3	4	4	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
宠物大师		92	1	5	10	69					3	3	3	4	3	6	6	3	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宫宠物大师		93	1	10	50	69					3	3	3	5	4	8	8	4	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
宠物大师师范		94	1	20	100	69					4	4	4	6	4	10	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
宠物宗师		95	1	1	1						5	5	5	7	5	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
黑暗召唤师		96	1	1	1						4	4	4	6	4	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
恶魔召唤师		97	1	1	1						4	4	4	6	4	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习饲养师		101	1	0	0						3	3	3	3	3	4	4	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
饲养师		102	1	5	10	70					3	3	3	3	3	6	6	3	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宫饲养师		103	1	10	50	70					4	4	4	4	4	8	8	4	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
高级饲养师		104	1	20	100	70					4	4	4	4	4	10	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
饲养大师		105	1	1	1						4	4	4	4	4	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
顶尖饲养师		106	1	1	1						4	4	4	4	4	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
星之饲养师		107	1	1	1						4	4	4	4	4	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习驯兽师		111	1	0	0						3	3	3	3	3	4	4	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
驯兽师		112	1	5	10	71					3	3	3	3	3	6	6	3	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宫驯兽师		113	1	10	50	71					4	4	4	4	4	8	8	4	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
驯兽师范		114	1	20	100	71					4	4	4	4	4	10	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
驯兽大师		115	1	1	1						4	4	4	4	4	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
伟大驯兽师		116	1	1	1						4	4	4	4	4	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
黑暗驯兽师		117	1	1	1						4	4	4	4	4	10	10	5	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习盗贼		121	1	0	0						3	3	3	3	3	4	3	3	2	4	2	4	2	2	4	4	4	4	4	4	4	4	4					
盗贼		122	1	5	10	72					3	3	3	3	3	6	4	3	2	6	2	6	2	2	6	6	6	6	6	6	6	6	6	4				
小偷		123	1	10	50	72					4	4	4	4	4	8	5	4	3	8	3	8	3	3	8	8	8	8	8	8	8	8	8	6				
诈欺师		124	1	20	100	72					4	4	4	4	4	10	6	4	3	10	3	10	3	3	10	10	10	10	10	10	10	10	10	8				
偷窃高手		125	1	1	1						5	5	5	5	5	10	6	5	4	10	4	10	4	4	10	10	10	10	10	10	10	10	10					
盗贼王		126	1	1	1						4	4	4	4	4	10	6	4	4	10	4	10	4	4	10	10	10	10	10	10	10	10	10					
大头目		127	1	1	1						4	4	4	4	4	10	6	4	4	10	4	10	4	4	10	10	10	10	10	10	10	10	10					
见习巫师		131	1	0	0						0	0	0	4	0	0	3	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
巫师		132	1	5	10	64	67	65	66		0	0	0	6	0	0	3	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6	4	4	4	4	
王宫巫师		133	1	10	50	64	67	65	66		0	0	0	8	0	0	4	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8	6	6	6	6	
巫术大师		134	1	20	100	64	67	65	66		0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10	8	8	8	8	
巫王		135	1	1	1						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
阿斯提亚神官		136	1	1	1						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
哈贝鲁巫女		137	1	1	1						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
见习格斗士		141	1	0	0						0	0	0	0	0	0	0	1	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
格斗士		142	1	5	10	94					0	0	0	0	0	0	0	1	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
格斗专家		143	1	10	50	94					0	0	0	0	0	0	0	1	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
格斗家师范		144	1	20	100	94					0	0	0	0	0	0	0	1	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
街头格斗王		145	1	1	1						0	0	0	0	0	0	0	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
铁拳		146	1	1	1						0	0	0	0	0	0	0	1	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
干架王		147	1	1	1						0	0	0	0	0	0	0	1	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
初级忍者		151	1	0	0						2	2	2	0	2	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4					
中级忍者		152	1	5	10	96					4	4	4	0	4	6	6	0	0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	4				
上级忍者		153	1	10	50	96					6	6	6	0	6	8	8	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	6				
影		154	1	20	100	96					8	8	8	0	8	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10	8				
忍术大师		155	1	1	1						10	10	10	0	10	10	10	0	1	1	0	1	0	1	1	10	10	10	10	10	10	10	10					
暗杀者		156	1	1	1						10	10	10	0	10	10	10	0	1	1	0	1	0	1	1	10	10	10	10	10	10	10	10					
女忍者		157	1	1	1						10	10	10	0	10	10	10	0	1	1	0	1	0	1	1	10	10	10	10	10	10	10	10					
见习舞者		161	1	0	0						3	3	3	4	3	3	4	3	0	4	0	4	4	0	4	4	4	4	4	4	4	4	4					
串场艺人		162	1	5	10	98					3	3	3	6	3	4	6	3	0	6	0	6	6	0	6	6	6	6	6	6	6	6	6	4				
舞者		163	1	10	50	98					4	4	4	8	4	5	8	4	0	8	0	8	8	0	8	8	8	8	8	8	8	8	8	6				
超级巨星		164	1	20	100	98					4	4	4	10	4	6	10	4	0	10	0	10	10	0	10	10	10	10	10	10	10	10	10	8				
超级舞者		165	1	1	1						4	4	4	10	4	6	10	4	0	10	0	10	10	0	10	10	10	10	10	10	10	10	10					
超级舞者		166	1	1	1						4	4	4	4	4	6	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
超级舞者		167	1	1	1						4	4	4	4	4	6	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习圣骑士		171	1	0	0						6	0	6	0	0	0	0	4	4	3	6	3	0	4	3	4	4	4	4	4	4	4	4					
圣骑士		172	1	5	10	180	1032				7	0	7	0	0	0	0	6	6	3	7	3	0	6	3	6	6	6	6	6	6	6	6					
蔷薇圣骑士		173	1	10	50	180	1032				8	0	8	0	0	0	0	8	8	3	8	3	0	8	3	8	8	8	8	8	8	8	8					
玫瑰圣骑士		174	1	20	100	180	1032				10	0	10	0	0	0	0	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
大主教圣骑士		175	1	1	1	180	1032				10	0	10	0	0	0	0	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
护教圣骑士		176	1	1	1	180	1032				10	0	10	0	0	0	0	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
大主教圣骑士		177	1	1	1						10	0	10	0	0	0	0	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
邪魔剑士		181	1	0	0						4	3	3	0	3	3	3	4	4	3	4	3	0	4	3	4	4	4	4	4	4	4	4					
邪魔剑客		182	1	5	10						6	3	3	0	3	3	3	6	6	3	6	3	0	6	3	6	6	6	6	6	6	6	6					
邪魔剑王		183	1	10	50						8	3	3	0	3	3	3	8	8	3	8	3	0	8	3	8	8	8	8	8	8	8	8					
邪魔剑帝		184	1	20	100						10	3	3	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
邪魔剑神		185	1	1	1						10	4	4	0	4	4	4	10	10	4	10	4	0	10	4	10	10	10	10	10	10	10	10					
魔剑神		186	1	1	1						10	4	4	0	4	4	4	10	10	4	10	4	0	10	4	10	10	10	10	10	10	10	10					
魔剑神		187	1	1	1						10	4	4	0	4	4	4	10	10	4	10	4	0	10	4	10	10	10	10	10	10	10	10					
武器制造师		201	2	0	0						4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
武器制造师		202	2	5	4	200					6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造剑师		203	2	10	14	200					8	8	8	8	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造剑师		204	2	20	29	200					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造剑大师		205	2	1	1	200					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造剑圣手		206	2	1	1	200					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造剑仙人		207	2	1	1	200					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造斧师		211	2	0	0						4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造斧师		212	2	5	4	201					6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造斧师		213	2	10	14	201					8	8	8	8	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造斧师		214	2	20	29	201					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造斧大师		215	2	1	1	201					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造斧圣手		216	2	1	1	201					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造斧大仙		217	2	1	1	201					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造枪师		221	2	0	0						4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造枪师		222	2	5	4	202					6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造枪师		223	2	10	14	202					8	8	8	8	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造枪师		224	2	20	29	202					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造枪大师		225	2	1	1	202					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造枪圣手		226	2	1	1	202					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造枪大仙		227	2	1	1	202					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造弓师		231	2	0	0						2	2	2	2	4	4	4	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造弓师		232	2	5	4	203					2	2	2	2	6	6	6	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造弓师		233	2	10	14	203					3	3	3	3	8	8	8	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造弓师		234	2	20	29	203					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造弓大师		235	2	1	1	203					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造弓圣手		236	2	1	1	203					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造弓大仙		237	2	1	1	203					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造杖师		241	2	0	0						4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造杖师		242	2	5	4	204					6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造杖师		243	2	10	14	204					8	8	8	8	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造杖师		244	2	20	29	204					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造杖师大师		245	2	1	1	204					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造杖师圣手		246	2	1	1	204					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造杖师大仙		247	2	1	1	204					10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造回力师		251	2	0	0						2	2	2	2	4	4	4	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造回力师		252	2	5	4	205					2	2	2	2	6	6	6	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造回力师		253	2	10	14	205					3	3	3	3	8	8	8	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造回力师		254	2	20	29	205					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
回力大师		255	2	1	1	205					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
回力圣手		256	2	1	1	205					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
回力大仙		257	2	1	1	205					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造小刀师		261	2	0	0						2	2	2	2	4	4	4	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造小刀师		262	2	5	4	206					2	2	2	2	6	6	6	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造小刀师		263	2	10	14	206					3	3	3	3	8	8	8	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造小刀师		264	2	20	29	206					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
小刀大师		265	2	1	1	206					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
小刀圣手		266	2	1	1	206					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
小刀大仙		267	2	1	1	206					3	3	3	3	10	10	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造头盔师		271	2	0	0						2	2	2	2	2	2	2	4	4	2	4	2	2	4	2	4	4	4	4	4	4	4	4					
造头盔师		272	2	5	4	207					2	2	2	2	2	2	2	6	6	2	6	2	2	6	2	6	6	6	6	6	6	6	6	4				
资深造头盔师		273	2	10	14	207					3	3	3	3	3	3	3	8	8	3	8	3	3	8	3	8	8	8	8	8	8	8	8	6				
御用造头盔师		274	2	20	29	207					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	8				
造头盔大师		275	2	1	1	207					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
造头盔圣手		276	2	1	1	207					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
造头盔大仙		277	2	1	1	207					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
见习造帽子师		281	2	0	0						2	2	2	2	2	2	2	2	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4					
造帽子师		282	2	5	4	208					2	2	2	2	2	2	2	2	2	6	2	6	6	2	6	6	6	6	6	6	6	6	6	4				
资深造帽子师		283	2	10	14	208					3	3	3	3	3	3	3	3	3	8	3	8	8	3	8	8	8	8	8	8	8	8	8	6				
御用造帽子师		284	2	20	29	208					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	8				
造帽子大师		285	2	1	1	208					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
造帽子圣手		286	2	1	1	208					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
造帽子大仙		287	2	1	1	208					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
见习造铠师		291	2	0	0						2	2	2	2	2	2	2	4	4	2	4	2	2	4	2	4	4	4	4	4	4	4	4					
造铠师		292	2	5	4	209					2	2	2	2	2	2	2	6	6	2	6	2	2	6	2	6	6	6	6	6	6	6	6	4				
资深造铠师		293	2	10	14	209					3	3	3	3	3	3	3	8	8	3	8	3	3	8	3	8	8	8	8	8	8	8	8	6				
御用造铠师		294	2	20	29	209					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	8				
造铠大师		295	2	1	1	209					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
造铠圣手		296	2	1	1	209					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
造铠大仙		297	2	1	1	209					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
装备制造师		301	2	0	0						2	2	2	2	2	2	2	2	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4					
装备制造师		302	2	5	4	210					2	2	2	2	2	2	2	2	2	6	2	6	6	2	6	6	6	6	6	6	6	6	6	4				
资深造衣服师		303	2	10	14	210					3	3	3	3	3	3	3	3	3	8	3	8	8	3	8	8	8	8	8	8	8	8	8	6				
御用造衣服师		304	2	20	29	210					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	8				
造衣服大师		305	2	1	1	210					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
造衣服圣手		306	2	1	1	210					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
造衣服大仙		307	2	1	1	210					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
见习造袍师		311	2	0	0						2	2	2	2	2	2	2	2	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4					
造袍师		312	2	5	4	211					2	2	2	2	2	2	2	2	2	6	2	6	6	2	6	6	6	6	6	6	6	6	6	4				
资深造袍师		313	2	10	14	211					3	3	3	3	3	3	3	3	3	8	3	8	8	3	8	8	8	8	8	8	8	8	8	6				
御用造袍师		314	2	20	29	211					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	8				
造袍大师		315	2	1	1	211					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
造袍圣手		316	2	1	1	211					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
造袍大仙		317	2	1	1	211					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
见习造靴师		321	2	0	0						2	2	2	2	2	2	2	4	4	2	4	2	2	4	2	4	4	4	4	4	4	4	4					
造靴师		322	2	5	4	212					2	2	2	2	2	2	2	6	6	2	6	2	2	6	2	6	6	6	6	6	6	6	6	4				
资深造靴师		323	2	10	14	212					3	3	3	3	3	3	3	8	8	3	8	3	3	8	3	8	8	8	8	8	8	8	8	6				
御用造靴师		324	2	20	29	212					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	8				
造靴大师		325	2	1	1	212					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
造靴圣手		326	2	1	1	212					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
造靴大仙		327	2	1	1	212					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
