4027	154	1652811558	0	32378	28	34	迷宫地狱
4028	155	1652811558	0	32378	33	46	迷宫地狱
4029	156	1652811558	0	32378	46	47	迷宫地狱
4030	157	1652811558	0	32378	15	50	迷宫地狱
4036	163	1652811561	0	32378	8	26	迷宫地狱
4033	160	1652811559	0	32378	8	36	迷宫地狱
4034	161	1652811560	0	32378	18	31	迷宫地狱
4035	162	1652811560	0	32378	20	24	迷宫地狱
4037	164	1652811561	0	32378	8	19	迷宫地狱
4038	165	1652811561	0	32378	20	10	迷宫地狱
4039	166	1652811561	0	32378	29	17	迷宫地狱
4040	167	1652811562	0	32378	39	40	迷宫地狱
4041	168	1652811562	0	32378	41	17	迷宫地狱
4042	169	1652811562	0	32378	30	8	迷宫地狱
4043	170	1652811563	0	32378	60	10	迷宫地狱
4044	171	1652811563	0	32378	49	19	迷宫地狱
4045	172	1652811563	0	32378	58	39	迷宫地狱
4046	173	1652811563	0	32378	65	18	迷宫地狱
4047	174	1652811564	0	32378	68	36	迷宫地狱
4048	175	1652811564	0	32378	87	8	迷宫地狱
4049	176	1652811565	0	32378	76	26	迷宫地狱
4050	177	1652811565	0	32378	83	20	迷宫地狱
4051	178	1652811565	0	32378	96	17	迷宫地狱
4052	179	1652811565	0	32378	100	12	迷宫地狱
4055	182	1652811569	0	32208	30	36	商城阁楼
4054	181	1652811566	0	32378	92	25	迷宫地狱
4056	183	1652811571	0	32201	71	313	冰之神殿
4057	184	1652811574	0	32202	13	10	火炎之谷
4058	185	1652811577	0	32200	9	7	砂之塔
4059	186	1652811581	0	30001	440	482	殷红的山谷
4060	187	1652811585	0	32217	67	28	彩叶原
4061	188	1652811591	0	32204	11	6	墓道
4062	189	1652818796	0	32243	16	7	魔族领域
4063	190	1652818805	0	32244	34	20	魔族通道
4064	191	1652811606	0	32088	7	3	书屋地下
4065	192	1652811608	0	32100	111	71	障碍赛迷宫
4069	195	1652826011	0	32092	11	3	杜瓦之塔
4070	196	1652826012	0	32091	11	3	艾汀之塔
4071	197	1652826013	0	32093	11	3	诺利之塔
4072	198	1652811614	0	31910	21	5	地下室
4073	199	1652811616	0	31914	16	12	水之廊
4074	200	1652826017	0	30001	429	156	雪之谷
4075	201	1652808018	0	32106	24	22	巴别塔
4076	202	1652811619	0	32106	28	17	巴别塔
4077	203	1652808020	0	32106	29	25	巴别塔
4078	204	1652811621	0	32107	15	15	巴别塔
4079	205	1652808022	0	32109	12	3	巴别塔
4080	206	1652808023	0	32110	29	21	巴别塔
4081	207	1652811624	0	32110	26	24	巴别塔
4082	208	1652808025	0	32110	34	18	巴别塔
4083	209	1652811626	0	32111	15	15	巴别塔
4084	210	1652811627	0	32112	32	21	巴别塔
4085	211	1652808028	0	32112	17	20	巴别塔
4086	212	1652818832	0	32105	7	3	巴别塔
4088	214	1652811637	0	32121	8	9	水精灵领域
4089	215	1652811640	0	32121	5	8	火精灵领域
4090	216	1652811642	0	32121	4	4	风精灵领域
4091	217	1652811644	0	32139	35	11	时之塔
4092	218	1652811645	0	32140	20	26	时之塔
4093	219	1652811646	0	32141	38	29	时之塔
4095	220	1652811648	0	32149	18	11	青莲之路
4094	221	1652811651	0	32149	44	29	红莲之路
4096	222	1652811652	0	32276	169	132	无名之森
4097	223	1652811654	0	32151	17	10	飞羽之塔
4098	224	1652811655	0	32184	8	5	鸢之塔
4099	225	1652811656	0	32187	8	7	菇之屋
4103	229	1652811660	0	31808	12	12	旭日山
4104	230	1652811661	0	31809	22	14	朝日山
4102	228	1652811658	0	31805	16	12	精灵之谷
32304	300	1652811665	0	32030	12	6	万缕相思结晶路
32305	232	1652811664	0	32045	24	13	冰封的酒窖迷宫
32306	301	1652811668	0	32059	15	11	沉封之窟
32311	303	1652811673	0	59717	140	71	贝勒森林　火之领域
32308	235	1652811670	0	32341	11	9	冰封之谷
32310	236	1652811670	0	59714	69	111	贝勒森林　外城
32307	304	1652811675	0	32066	98	76	绝望古井
32312	305	1652811675	0	59717	147	86	贝勒森林　水之领域
32313	306	1652811677	0	59717	183	21	贝勒森林　土之领域
4	243	1652811677	0	15511	1	8	暖炉之底
32315	308	1652811681	0	59717	262	320	贝勒森林　本城
1	242	1652811676	0	11012	7	23	龟裂的地下道
5	244	1652811679	0	15502	10	6	黑暗医生的洞窟
9	309	1652811683	0	15542	10	8	水之洞窟
103	246	1652811683	0	100	437	308	哥布林之家
308	247	1652811684	0	15566	10	8	风之洞窟
406	248	1652811687	0	15536	21	8	永久冻土
407	249	1652811691	0	15538	14	7	深渊
809	251	1652811695	0	43000	356	619	诅咒者之洞窟
913	252	1652815295	0	59503	73	165	羽音洞窟
939	253	1652826097	0	59750	59	164	白之练兵场
944	254	1652818898	0	59714	79	125	心伤者的避难所
948	255	1652808100	0	59752	241	339	红星的考验
4067	310	1652811706	0	32103	23	16	海贼宝窟
4011	257	1652811701	0	32378	62	84	迷宫地狱
4024	258	1652811701	0	32378	67	48	迷宫地狱
4032	259	1652811702	0	32378	15	48	迷宫地狱
4053	260	1652811702	0	32378	100	42	迷宫地狱
4068	311	1652811707	0	32102	23	14	海贼宝窟
4087	263	1652811706	0	32121	10	4	地精灵领域
4101	265	1652811709	0	31802	14	12	通路
32314	266	1652811710	0	59717	199	108	贝勒森林　本城
807	267	1652811712	0	43000	418	249	诅咒者之洞窟
4008	268	1652811713	0	32378	80	80	迷宫地狱
4100	269	1652811714	0	31994	17	17	通往湖心的洞窟
